n.name
丝瓜蒂
丝瓜藤
丝线吊芙蓉
丝茅七
丢了棒
两广瘤足蕨
两栖蓼
两色乌头
两色瓦韦
两色鳞毛蕨
两面刺
两面青
中华剑蕨
中华水龙骨
中华短肠蕨
中华石楠
中华石楠果
中华石龙尾
中华绣线梅
中华赛爵床
中华蹄盖蕨
中华里白
中国繁缕
中药材
中间骨牌蕨
丰花草
串珠耳叶苔
串铃
串铃草
丹参
丽子藤
丽春花
丽江山慈菇
丽江独活
丽江青木香
丽萼熊巴掌
乌口树
乌尼参
乌当归
乌桕叶
乌桕子
乌桕木根皮
乌梅
乌榄
乌榄仁
乌榄叶
乌榄树皮
乌榄核
乌榄根
乌毛蕨贯众
乌灵参
乌苏里瓦韦
乌苏里黄芩
乌苏里鼠李树皮
乌蔹莓
乌蔹莓五加
乌藨连
乌蛇卵
乌蛇皮
乌蛇膏
乌豆根
乌贼鱼肉
乌贼鱼腹中墨
乌金草
乌饭子
乌骚风
乌骨鸡
乌骨麻
乌鱼蛋
乌鸡骟
乌鸦
乌鸦头
乌鸦翅羽
乌鸦胆
乌龙摆尾
乔木五加
乔木紫珠
九仙草
九味一枝蒿
九头妖
九头狮子草
九头草
九子不离母
九子连环草
九层风
九州岛岛岛岛堇菜
九爪龙
九牛力
九牛薯
九牛造
九牯牛
九眼独活
九管血
九翅豆蔻
九节菖蒲
九节风
九莲灯
九里根
九里香
九香虫
九龙吐珠
九龙根
九龙藤
九龙藤叶
买麻藤
乳源木莲果
乳白香青
乳花
乳香
了哥利
了哥王
了哥王子
了哥王根
二仙桃
二叶舞鹤草
二歧根莲花根
二色内风消
二色补血草
二郎剑
云南五叶参
云南五味子根
云南小膜盖蕨
云南小草蔻
云南小阴地蕨
云南山梅花
云南油杉
云南紫珠
云南红豆蔻
云南红豆蔻果
云南美登木
云南荚蒾根
云南莲座蕨
云南金莲花
云南铁扁担
云南风车子
云实
云实根
云实蛀虫
云支花
云朴
云杉球果
云牛膝
云芝
云苔草
云防风
五代同堂
五代同堂根
五倍子
五倍子苗
五凤朝阳草
五加叶
五加果
五加皮
五叶壁藤
五叶泡
五叶薯
五叶藤
五味子
五味草
五味藤
五指山参
五指山参叶
五指毛桃
五指毛桃果
五指茄
五星蒿
五月茶
五月霜
五桠果
五气朝阳草
五灵脂
五爪金龙
五爪金龙花
五爪龙
五瓣寄生
五眼果树皮
五色梅
五色梅叶
五色梅根
五色梅花
五蕊寄生
五裂槭
五角枫根
五谷虫
五转七
五除叶
五香草
五香血藤
五齿剑
井边草
亚乎奴
亚婆潮
亚泵礴
亚罗椿
亚香棒虫草
亚麻
亚麻子
亚黑管菌
交剪草
交翅木
交让木
交连假瘤蕨
亮光菜
亮叶冬青
亮叶冬青根
亮叶桦叶
亮叶桦根
亮叶桦皮
亮叶茉莉
亮菌
人中白
人中黄
人乳汁
人参
人参叶
人参娃儿藤
人参子
人参芦
人参花
人头七
人尿
人指甲
人血七
人面子
人面子叶
人面子根皮
仔榄树
仙人掌
仙人杖
仙人球
仙掌子
仙桃草
仙百草
仙茅
仙鹤草
仰天钟
仰天钟根
伊贝母
伏毛苎麻
优若藜
伞形梅笠草
伞杨
伞莎草
伤寒草
伴蛇莲
伽果
伽蓝菜
何首乌
何首乌叶
余甘子
佛手柑
佛手柑根
佛手花
佛手露
佛指甲
佛甲草
佛肚花
佛葵
佩兰
使君子
使君子叶
使君子根
侧柏叶
侧耳
倒卵叶五加
倒吊笔叶
倒吊蜡烛
倒心叶桃叶珊瑚
倒扎龙
倒扣草
倒挂牛
倒挂草
倒插花
倒根蓼
倒根野苏
倒水莲
倒生根
倒罐子根
倒触伞
倒赤伞
倒钩刺
候风藤
假刺藤
假木豆
假木通
假耧斗菜
假蒟
假蒟子
假蒟根
假连翘
假连翘叶
假通草树皮
假酸浆
假香附
偏叶白齿藓
偏瓣花根
偏翅唐松草
偷筋草
催乳藤
催产草
僵蛹
元宝槭
元宝草
光决明
光刺兔唇花
光刺长突球
光叶地不容
光叶密花豆
光叶山黄麻
光叶巴豆
光叶海桐叶
光叶海桐根
光叶石楠
光叶闭鞘姜
光头前胡
光头稗子
光慈姑
光板猫叶草
光果南蛇藤
光梗丝石竹
光棍草
光石韦
光裸星虫
光里白
兔儿伞
兔头骨
兔打伞
兔毛蒿
兔皮毛
兔耳子草
兔耳风
兔肉
兔肝
兔脑
兔血
兔骨
党参
兜冠黄共享
入地金牛
全光菊
全叶山芹
全叶青兰
全叶马兰
全缘凤尾蕨
全缘榕
全蝎
八仙草
八仙过海
八宝茶
八月札
八月瓜
八楞木
八股绳
八角枫叶
八角枫根
八角枫花
八角茴香
八角莲
八角莲叶
八角金盘
八角香
公母草
公英叶风毛菊
公鱼
公鸡头叶
六叶龙胆
六大天王
六方藤
六月合
六月寒
六月瓜
六月青
六棱麻
六股筋
六轴子
兰屿肉豆蔻
兰石草
兰石草果
兰花
兰花参
兰花双叶草
兰花叶
兰花根
兰花石参
兰香草
关东丁香
关公须
关木通
兴安毛连菜花
兴安独活
兴木蒂那布
冠唇花
冠果草
冬凌草
冬瓜
冬瓜叶
冬瓜子
冬瓜瓤
冬瓜皮
冬瓜藤
冬菇
冬葵叶
冬葵子
冬葵根
冬虫夏草
冬里麻
冬里麻根
冬青子
冬青皮
冰球子
冰糖
冰草
冰草白穗
冲天伞
冲天果
决明子
冷地卫矛
冷杉果
冷毒草
冷水丹
冷水花
冷蕨
冷蕨子草
冷饭果
冷饭果叶
冻绿刺
冻绿叶
准噶尔鸢尾
凉三七
凉伞盖珍珠
凉山虫草
凉粉草
凌霄花
凤仙根
凤仙花
凤仙透骨草
凤凰木
凤凰毛
凤凰衣
凤尾七
凤尾兰
凤尾参
凤尾搜山虎
凤尾茶
凤尾贯众
凤庆鸡血藤
凤眼果
凤眼果壳
凤眼果树皮
凤眼果根
凤眼草
凫羽
凫肉
凸额马先蒿
凹朴皮
凹瓦韦
凹裂毛麝香
出山虎
刀灰树
刀豆
分心木
分枝火绒草
列当
刘寄奴
刚毛尖子木
刚毛香茶菜
刮筋板
到老嫩
刷把草
刷把草根
刺五加
刺人参
刺参
刺叶楤木
刺叶苏铁
刺山茶果
刺山茶根皮
刺李
刺果卫矛
刺果藤
刺柄莲座蕨
刺桐叶
刺梨
刺梨叶
刺梨根
刺楸树叶
刺楸树根
刺楸树皮
刺楸茎
刺榆叶
刺榆皮
刺槐花
刺沙蓬
刺猬皮
刺玫果
刺玫花
刺瓜米草
刺竹叶
刺竹笋
刺竹茹
刺苞南蛇藤
刺苞南蛇藤叶
刺苞南蛇藤果
刺茶美登木
刺萆薢
刺萼悬钩子
刺葡萄根
刺蒺藜
刺藜
刺蜜
刺血红
刺通草
刺郎果
刺黄柏
刺黄柏叶
刺黄芩
刺黄连
刺齿凤尾蕨
刺龙牙
前胡
剑叶玉簪
剑叶紫金牛
剑叶耳草
剑叶铁树
剑叶铁角蕨
剑皮树菌
剑麻
剪刀股
剪刀草
剪夏罗
剪红纱花
剪草
割舌罗
功劳叶
功劳子
功劳木
功劳根
劲直蒿
勒管草
勒鱼
包袱七
匍匐滨藜
匐地风毛菊
化橘红
化气兰
化药
化血胆
化金丹
化香树叶
化香树果
北丝石竹
北方点地梅
北沙参
北豆根
北风草
北鱼黄草
匙叶五加
匙叶伽蓝菜
匙叶草
匙叶黄杨
匙叶龙胆
十三年花
十两叶
十八症
十大功劳叶
十大功劳根
十姊妹
十字苔草
千叶独活
千叶独活根
千屈菜
千年不烂心
千年健
千年耗子屎种子
千年艾
千斤拔
千日红
千灵丹
千解草
千里光
千里马
千金子
千金花
千金藤
千针万线草
升登
升麻
午时花
午香草
半圆盖阴石蕨
半夏
半截叶
半拉子
半春莲
半枝莲
半枫荷叶
半枫荷根
半柱花
半蒴苣苔
半边山
半边苏
半边莲
半边菜
半边藕
半边钱
半边风
华东瓶蕨
华东瘤足蕨
华东膜蕨
华东阴地蕨
华中瘤足蕨
华南实蕨
华南桦
华南毛蕨
华南皂荚
华南紫萁
华南胡椒
华南舌蕨
华南铁角蕨
华南鳞盖蕨
华卫矛
华山参
华山矾
华山矾果
华山矾根
华泽兰
华清香藤
华紫报春花
华罂粟
华西小石积
华金腰子
华风车子叶
华风车子根
华鹅耳枥
单头紫菀
单头紫菀根
单条草
单根木
单肾草
单花山竹子
单花芥
单花金丝桃
单花鸢尾
单花鸢尾子
单面针
单鞭
南丹参
南亚新木姜
南天仙子
南天竹叶
南天竹子
南天竹根
南天竹梗
南山藤
南岭黄檀
南川升麻
南方六道木
南方荚蒾
南方露珠草
南板蓝叶
南板蓝根
南烛叶
南烛子
南烛根
南牡蒿
南瓜
南瓜七
南瓜叶
南瓜子
南瓜根
南瓜瓤
南瓜花
南瓜蒂
南瓜藤
南瓜须
南粤马兜铃
南藤
南蛇藤
南蛇藤叶
南蛇藤果
南蛇藤根
南赤瓟
南酸枣
南鹤虱
博落回
卜芥
卡密
卤地菊
印度菩提树皮
卵叶寄生
卵叶橐吾
卵叶水芹
卵叶蜘蛛抱蛋
卵叶贝母兰
卵叶鳞始蕨
卷丝苦苣苔
卷毛婆婆纳
卷茎蓼
卷边桩菇
厚叶子树
厚叶牛耳草
厚叶素馨
厚叶贯众
厚朴
厚朴果
厚朴花
厚皮树
厚皮香
厚皮香花
厚膜藻
原羚角
原蚕子
原蚕蛾
参条
参须
叉枝藻
叉歧繁缕
及己
双剪菜
双参
双叶金枪
双翎草
双股箭
双肾子
双肾草
双肾藤
双色龙胆
双花堇菜
双花鞘花
双飞蝴蝶
发痧藤
发菜
变叶榕
变叶美登木
变叶胡椒
变异鳞毛蕨
变色红菇
变豆菜
口蘑
古山龙
古羊藤
古钩藤
古钮菜
叩头虫
叫姑姑
可爱花
台湾三颗针
台湾千金藤
台湾土豆蔻
台湾榕
台湾泡桐
台湾泡桐叶
台湾牛奶菜
台湾磨盘草
台湾肺形草
台蘑
叶上果根
叶上珠
叶下红
叶下花
叶子花
叶底红
叶象花
合掌消
合树菌
合欢皮
合欢花
合萌
合萌叶
合萌根
合血香
吉丁虫
吉利子树
吉林乌头
吉祥草
吉龙草
吊兰
吊吊果
吊岩风
吊干麻
吊灯花
吊灯花叶
吊竹梅
吊罗果
同形鳞毛蕨
吐烟花
吐铁
向天蜈蚣
向日葵叶
向日葵子
向日葵根
向日葵花
向日葵花盘
向日葵茎髓
向阳花
吕宋果
君迁子
含羞草
含羞草根
吴茱萸
吴茱萸叶
吴茱萸根
吴萸叶五加
吹云草
吹火筒
吹风散
吹风藤
周裂秋海棠
味牛膝
和合草
和筋草
和血丹
咖啡
咬人狗
咳喘木
咳嗽草
咸秋石
咸虾花
咸酸蔃
哈士蟆
哉果
响叶杨
响铃草
唐古特报春
唐古特青兰
唐古特青兰苗
唐松草
唢呐花
啄木鸟
商陆
商陆叶
商陆花
啤酒花
喉咙草
喉痧药
喜树
喜树叶
喜树皮
喜马拉雅米口袋
喜马拉雅紫茉莉
囊距翠雀
四叶七
四叶细辛
四叶草
四块瓦
四大天王
四季海棠
四季青
四川山矾
四川澄茄子
四川红淡叶
四川苦丁茶
四念癀
四指马鲅
四方草
四方藤
四方麻
四时青
四棱杆
四楞筋骨草
四楞蒿
四楞通
四照花
四照花果
四照花皮
四脚蛇
四角蒲桃
四轮草
四轮香
四里麻
回回蒜
回回蒜果
回回豆
回阳生
团叶槲蕨
团叶鳞始蕨
团花
团花龙船花
圆叶乌头
圆叶乌桕
圆叶南蛇藤根
圆叶南蛇藤茎
圆叶碱毛茛
圆叶茅膏菜
圆叶锦葵根
圆果冷清草
圆果罗伞
圆柏果
圆瓣冷水花
圆节山蚂蝗
圆萼刺参
圆锥花南蛇藤根
土一枝蒿
土丁桂
土三七
土丹参
土人参
土人参叶
土党参
土千年健
土千年健叶
土圞儿
土大香
土大黄
土大黄叶
土常山
土木香
土桂皮
土沙参
土牛党七
土牛膝
土牡蛎
土玉桂
土瓜
土瓜狼毒
土田七
土白芨
土碎补
土箭芪
土红苓
土细辛
土良姜
土茯苓
土茶
土荆皮
土荆芥
土草果
土藁本
土蜂
土蜂子
土贝母
土金耳环
土附
土附子
土香薷
土马鬃
土麦冬
土黄芩
圣罗勒
地下明珠
地不容
地乌
地仙桃
地八角
地打果树皮
地星
地朝阳
地杨梅
地枫皮
地柏树
地柑
地核桃
地桃花
地梢瓜
地棠花
地椒
地榆
地毡草
地沙
地涌金莲
地涩涩
地灵根
地牯牛
地瓜果
地瓜根
地瓜藤
地白草
地皮消
地盘松球
地磨薯
地笋
地筋
地红子根
地绵绵
地羊鹊
地肤子
地肤苗
地胆
地膏药
地膜香
地茄子
地莓子
地菍
地菍果
地菍根
地蚕
地蜂子
地血香
地血香果
地贵草
地锦
地锦槭
地锦苋
地锦草
地骨皮
地骷髅
地黄瓜
地龙
块茎糙苏
坠桃草
坡参
垂丝卫矛
垂丝卫矛果
垂丝海棠
垂果大蒜芥
垂盆草
垂穗荛花
埃蕾
埋博树
堆莴苣
堇叶山梅花
堇宝莲叶
堵喇
塌菜
塔黄
塘虱鱼
墓头回
墙草根
墨
墨七
墨旱莲
壁虎
壁钱
壁钱幕
壮筋草
声色草
壶卢
壶卢子
壶卢秧
复叶耳蕨
复叶葡萄叶
夏丸
夏天无
夏枯草
夏至草
多刺绿绒蒿
多头苦荬
多穗石柯叶
多穗石柯果
多穗石柯根
多穗石柯茎
多穗蓼
多脉鹅耳枥
多花猕猴桃
多花猕猴桃根
多花猕猴桃茎叶
多花筋骨草
多蒴曲尾藓
多裂独活
多足蕨
多鳞鳞毛蕨
多齿蹄盖蕨
夜交藤
夜关门
夜合花
夜明砂
夜花藤
大一箭球
大一面锣
大丁草
大乌泡
大乌金草
大九股牛
大九节铃
大五爪金龙
大伸筋草
大冷水麻
大刺儿菜
大剑叶木
大半边旗
大发散
大发汗
大叶云实
大叶凤仙花
大叶刺篱木叶
大叶南苏
大叶地耳根
大叶子
大叶拿身草
大叶排草
大叶接骨藤
大叶树萝卜
大叶桉叶
大叶桉果
大叶樟
大叶樱叶
大叶熊巴掌
大叶白头翁
大叶白纸扇
大叶白花灯笼
大叶矶松
大叶紫珠
大叶紫苏
大叶紫薇
大叶花椒
大叶花椒茎叶
大叶苣荬菜
大叶蒟
大叶藜
大叶藤
大叶藻
大叶蛇总管
大叶贯众
大叶酸藤子
大叶金花茶叶
大叶金锦香
大叶青木香
大叶香荠菜
大叶马尾连
大叶骨牌草
大叶骨碎补
大叶鸡菊花
大叶黄杨
大叶黄杨叶
大叶黄杨根
大唇香科科
大唇马先蒿
大四块瓦
大团囊虫草
大地棕根
大块瓦
大夜关门
大夜关门根
天山花楸
天山雪莲花
天文草
天水蚁草
天泡子
天浆壳
天牛
天王七
天王七叶
大头狗
大头茶
大头茶果
大头陈
大对经草
大尾摇
大山玄参
大山芝麻
大山黧豆
大巢菜
大戟
大扁竹兰
大接骨丹
大散血
大昏头鸡
大木通
大板山蚤缀
大果卫矛
大果巴戟
大果臭椿皮
大枣
大树甘草
大树皮
大树跌打
大桫椤
大榆蘑
大母猪藤
大毛桐子根
大沙叶
大泡通
大泡通叶
大泡通皮
大活
大浮萍
大狗尾草
大独叶草
大狼把草
大狼毒
大理木香
大理菊
大瓦韦
大瓦韦膜叶星蕨
大田基黄
大画眉草
大画眉草花
大白杜鹃
大白药
大白顶草
大百解薯
大石枣
大砂仁
大种半边莲
大种鹅儿肠
大箭
大粘药
大红毛叶
大红花点地梅
大红菇
大红袍
大红青菜
大细辛
大绿藤
大羽藓
大羽铁角蕨
大肺筋草
大脖子药
大脚菇
大腹皮
大膜盖蕨
大臭黄荆
大芒萁
大花列当
大花剪秋罗
大花威灵仙
大花柳叶菜
大花活血丹
大花石上莲
大花糙苏
大花美人蕉
大苞寄生
大苞甲跖草
大苞芹
大茶药根
大草乌
大萼鹿角藤
大蒜
大蓟
大蕉皮
大虎耳草
大蛇药
大血藤
大豆黄卷
大过山龙
大过路黄
大还魂草
大透骨消
大透骨草
大避债蛾
大酸浆草
大金刀
大金牛草
大金银花
大金香炉
大钱麻
大铜钱菜
大阳关
大雪上一枝蒿
大青
大青叶
大青根
大青盐
大青草
大靛根
大风子
大风子油
大风药
大风药叶
大飞扬草
大马哈鱼
大马哈鱼籽
大驳骨
大驳骨丹
大高良姜
大鱼鳅串
大鳞毛蕨
大麦
大麦奴
大麦秸
大麦苗
大麻叶佩兰
大麻漆
大麻疙瘩
大麻药
大黄
大黄树
大黄花
大黄茎
大黄草
大黄连刺
大黑头草
大黑药
大黑蒿
天仙子
天仙果
天仙藤
天南星
天名精
天山堇菜
隔山香
雀
雀卵
雀头血
雀梅藤
雀梅藤叶
雀榕叶
天王七果实
天生草
天目木姜叶
天竹黄
天罗水
天胡荽
天脚板
天脚板果
天脚板根
天花粉
天茄子
天葵子
天葵草
天蓬子根
天蓬草
天门冬
天青地白
天青地红
天韭
天香炉
天麻
太子参
太平莓
太白三七
太白丽参
太白参
太白小紫菀
太白米
太白花
太白菊
太白韭
太白鹿角
太阳海星
头发七
头巾草
头顶一朵花
头顶一颗珠
夹竹桃
夹蛇龟
夹蛇龟肉
女儿红叶
女娄菜
女娄菜根
女菀
女萎
女贞叶
女儿红根
女贞子
女贞根
女贞皮
女金芦
奴柘刺
奶汁树
奶浆参
奶浆木
奶浆果
奶浆柴胡
如意草
委陵菜
姜三七
姜叶
姜味草
姜炭
姜石
姜花果实
姜黄
姜黄草
姬蕨
威灵仙
威灵仙叶
娃娃拳
娑罗子
娘娘菜
婆婆指甲菜
婆婆纳
婆罗门参
婆罗门皂荚
嫁（虫戚）
子楝树叶
子楝树根
孔公孽
孔雀尾
孔雀草
孜然
孝扇草根
孩儿茶
孩儿草
宁波溲疏
安徽刺黄柏
安息香
安胎药
安龙香科科
宜昌楼梯草
宜昌荚蒾
宜昌荚蒾叶
宜梧
宜梧叶
宝盖草
实葫芦
实葫芦根
家独行菜
家白蚁
扇蕨
手掌参
打火草
打箭菊
密毛桃叶珊瑚叶
密毛桃叶珊瑚果
密毛桃叶珊瑚根
密纹薄芝
密脉鹅掌柴
密花山矾
密花树
密花美登木
密花草
密花角蒿
密花轮环藤
密褶红菇
密马
寒莓根
寸金草
对叉疔药
对叶四块瓦
对叶林
对叶林根
对叶油麻叶
对叶油麻根
对叶豆
对对参
对节叶
对节树根
对虾
对虾壳
对马耳蕨
寻骨风
射尿（虫另）
射干
小一口血
小一把抓
小三叶耳蕨
小三棵针
小乌泡根
小九头狮子草
小九节铃
小二仙草
小五彩苏
小伸筋草
小儿腹痛草
小儿血参
小六月寒
小冬青
小功劳
小千金
小升麻
小南木香
小发散
小口小金发藓
小叶云实
小叶双眼龙
小叶地不容
小叶寄树兰
小叶密花远志
小叶昏鸡头
小叶杜鹃
小叶杨
小叶枇杷
小叶柳
小叶榕
小叶爬岩香
小叶爱楠
小叶眼树莲
小叶石楠
小叶野决明
小叶金老梅
小叶金鸡尾巴草
小叶鹅掌柴
小喇叭
小团叶根
小地扭
小地松
小地柏
小垂头菊
小大黄
小寸金黄
小山稔
小山豆根
小岩白菜
小巢菜
小扁草
小扁豆根
小报春
小旋花
小旋鸡尾
小无心菜
小朝天罐
小木通
小朴松实
小杉藻
小构树叶
小构树汁
小果卫矛
小果排草
小果栀子
小果皂角
小果蕗蕨
小果野葡萄藤
小果金花茶叶
小柳拐
小柿子
小柿子叶
小棕包
小棕皮头
小檗
小毒芋
小泡通树
小洋紫苏
小火草
小灵丹
小牛力
小牛肋巴
小牛肝菌
小狗脊
小猪鬃七
小獐毛
小球藻
小画眉草
小白棉
小白绵参
小白花苏
小白薇
小白鱼
小百部
小盘木
小石仙桃
小石松
小石藓
小石蝴蝶
小礼花种子
小筋骨藤
小米柴
小米草
小粘药
小紫含笑
小紫金牛
小红人
小红参
小红柳根
小红苏
小红蒜
小红蒜根
小红袍
小羊桃
小肺筋草
小花五味子根
小花八角枫
小花吊兰
小花梾木
小花清风藤
小花清风藤根
小花老鼠簕果
小花花椒
小花青藤
小花鸢尾根
小芸木
小苏苏棵花
小茜草
小茴香
小草
小草乌
小草寇
小药木
小萹蓄
小蓟
小蕨萁
小蜡树
小血光藤
小血藤
小血藤叶
小谷精草
小豆柴
小败火草
小贯众
小赤麻
小赤麻根
小距紫堇
小过江龙
小通草
小通草叶
小酒饼花
小野鸡尾
小金发藓
小金挖耳
小金牛草
小金狗
小金钱草
小铜锤
小雪人参
小青
小青杨
小青藤
小青藤香
小飞蓬
小马齿苋
小鬼钗
小鸦葱
小麦
小黄断肠草
小黄连刺
小黄鼠狼
小黑牛
小黑药
小龙胆草
少年红
少花柏拉木
尖刀苦马菜
尖叶子打虫药
尖叶川黄瑞木
尖嘴林檎果
尖尾风
尖尾风根
尖山橙
尖槐藤
尖苞柊叶根
尖药花
尖萼厚皮香
尖连蕊茶根
尖齿耳蕨
尼泊尔鸢尾子
尾叶山柑
尾花细辛
尿桶弓
屈头鸡
屈头鸡根
屎咕咕
展花乌头
山一笼鸡
山东肿足蕨
山乌桕叶
山乌桕根
山乌珠叶
山乌珠根
山乌龟
山五味子
山五味子叶
山五味子根
山佛手
山佩兰
山刺柏
山刺梨
山半夏
山合香
山吴萸果
山壳骨
山大刀
山大黄
山姜
山小橘
山尖菜
山岗稔
山峰西番莲
山慈姑叶
山慈菇
山慈菇叶
山扁豆
山木通根
山李子
山杜仲
山杨柳
山枇杷
山枇杷叶
山枇杷根
山柏
山柑算盘子
山柰
山柳
山柳菊
山核桃仁
山核桃叶
山核桃皮
山桂皮
山桂花
山桃树皮
山梗菜
山椒草
山楂
山楂叶
山楂木
山楂核
山楂根
山槟榔
山樱桃
山橘叶
山橙
山橙叶
山檨叶泡花树
山水芹菜
山油柑叶
山油柑果实
山海棠
山海螺
山漆树
山牛毛毡
山牛蒡
山牡丹
山牵牛
山猫儿
山珊瑚
山甘草
山白果
山白果根
山白菊
山白蜡条
山白龙
山百足
山皮条
山石榴
山矾叶
山矾根
山矾花
山砂姜
山禾串
山稔叶
山稔根
山稗子
山稗子根
山紫菀
山绿茶
山羊油
山羊耳
山羊肉
山羊肝
山羊血
山羊角
山胡萝卜
山脚麻
山臭草
山艾叶
山芙蓉
山芝麻
山芭蕉子
山芹
山芹根
山苍子叶
山苏子根
山苦草
山苦荬
山苦菜
山茱萸
山茶叶
山茶子
山茶根
山茶花
山荆子
山荔枝果
山药
山药藤
山莴笋
山莴苣
山萝花
山葛薯
山葡萄
山蒟
山薄荷
山藤藤果
山藤藤秧
山藿香
山蛩虫
山蜡梅
山螃蟹
山货榔
山道年蒿
山郎木叶
山郎木根
山野芋
山铁树叶
山银柴胡
山陀螺
山韭
山韭菜
山飘儿草
山香圆
山香果
山马兰
山马鞭草
山高粱
山鸡腿
山鸢尾
山鸢尾花
山麻
山麻杆
山麻根
山麻黄
山黄杨子
山黄皮
山黄菊
山黄豆藤
山黄麻叶
山黄麻根
岗松
岗松根
岗柃叶
岗梅叶
岗梅根
岗边菊
岩七
岩乌头
岩五加
岩人参
岩冬菜
岩凤尾蕨
岩参
岩扫把
岩春草
岩景天
岩松
岩松鼠骨
岩枇杷
岩梭
岩梭花
岩椒草
岩檀香
岩白菜
岩石松
岩石羊
岩笋
岩筋菜
岩胡椒
岩节连
岩茴香
岩莴苣
岩菖蒲
岩萝卜
岩葱
岩蒿
岩藿香
岩蜈蚣
岩豇豆
岩败酱
岩酸
岩陀
岩青兰
岩青菜
岩风子
岩黄连
岭南铁角蕨
岳桦
峨参
峨参叶
峨屏草
峨山草乌
峨山雪莲花
峨眉石凤丹
峨眉紫金牛
峨眉耳蕨
峨眉蕨贯众
峨眉香科
峨眉黄芩
崇澍蕨
崖松
崖棕根
崩疮药
川山橙果
川山橙根
川明参
川木通
川木香
川桂皮
川楝子
川滇桤木
川牛膝
川白苞芹
川素馨
川芎
川谷根
川贝母
川鄂山茱萸
川防风
川黔鸭脚木
工布乌头
巨紫堇
巨藻
巴东岩白菜
巴巴花
巴戟天
巴掌草
巴旦杏仁
巴茅根
巴豆
巴豆叶
巴豆壳
巴豆树根
巴豆油
布朗耳蕨
布狗尾
师实
帚菌
带刺马鞭
带叶报春花
带鱼
常山
常春卫矛
常春藤
常春藤子
干地黄
干姜
干岩矸
干旱毛蕨
干檀香
干檀香叶
干檀香根
干漆
干蕨鸡
干贝
平地木
平贝母
幼油草
广东万年青
广东升麻
广东土牛膝
广州山柑
广布柳叶菜
广枝仁
广玉兰
广石豆兰
广藤根
广藿香
广西九里香
广西九里香根
广西狗牙花
广西美登木
广西花点草根
广西莲座蕨
广西过路黄
广防己
广香藤
庐山瓦韦
庐山香科科
库页悬钩子
库页悬钩子根
庵 （艹闾）
庵 （艹闾）子
廉姜
廊茵
延胡索
建砂仁
开口箭
异叶鳞始蕨
异木患
异株百里香
异穗卷柏
异被赤车
异野芝麻
弓果藤
张公鱼
弯管花
弹刀子菜
弹裂碎米荠
强壮莲座蕨
强威生草
当归
当归藤
徐长卿
微毛柃
心叶秋海棠
心叶荆芥
心叶荚蒾根
心叶野海棠
心叶风毛菊
心叶黄花仔
心胆草
忍冬藤
念珠根黄芩
忽布筋骨草
急性子
总状绿绒蒿
惊风草
慈乌
慈乌胆
慈姑
慈姑叶
慈姑花
慈竹叶
慈竹根
慈竹气笋
慈竹沥
慈竹笋
慈竹箨
慈竹花
慈竹茹
戟叶石韦
戴星草
扁担蒿
扁果
扁樱桃
扁秆藨草
扁竹兰
扁竹根
扁竹测
扁蕾
扁藤
扁藤叶
扁豆叶
扁豆根
扁豆花
扁豆藤
扁豆衣
扁轴木
扇叶阴地蕨
扇子七
打虫果
扛板归
扛板归根
扭子菜
扭筋草
扭肚藤
扭鞘香茅
